snapshot_date,accounts,delinquency_rate,par30_rate,par60_rate,write_off_rate,paid_off_rate,return_rate,collection_rate,avg_arrears,avg_balance,portfolio_balance
2025-01-01,8935,0.4217123670956911,0.3541130386121992,0.31717963066592053,0.136094012311136,0.14113038612199216,0.059205372132064914,0.7532629474708469,18131.21554900516,38290.49608238191,342087292.0
2025-03-30,11024,0.4415820029027576,0.386611030478955,0.3447024673439768,0.16164731494920173,0.17353047895500726,0.06594702467343977,0.7283534125441187,22080.53077265312,36286.60005443165,399987192.4000001
2025-06-30,13891,0.43445396299762434,0.38636527247858327,0.35346627312648476,0.17277373839176446,0.2062486502051688,0.07566049960406018,0.7146476915699972,25128.172779899,34420.62325581396,478068036.4000001
2025-09-30,16864,0.4396940227703985,0.390180265654649,0.36023481973434535,0.18323055028462998,0.23867409867172676,0.07524905123339659,0.7151362554913907,26798.34243666561,32419.73447989563,546661562.8000001
2025-12-30,20742,0.4528975026516247,0.3798572943785556,0.34900202487706106,0.1803586925079549,0.25788255713045993,0.07492045125831646,0.7235079792878624,25790.574489709496,32234.70386692382,668547758.2
